;date;high;low;open;close;volume;quoteVolume;weightedAverage
21;2020-02-17 05:45:00;0.0073339;0.0073;0.0073339;0.00732355;1.73638811;237.4597005;0.00731234
22;2020-02-17 06:00:00;0.0074;0.00730054;0.00732029;0.007395;1.27566765;173.48836526;0.00735304
23;2020-02-17 06:15:00;0.00744229;0.00737045;0.0073924;0.00741258;2.23108709;300.75545629;0.00741827
24;2020-02-17 06:30:00;0.00742985;0.00738518;0.00741708;0.00742407;1.09910907;148.30002228;0.00741138
25;2020-02-17 06:45:00;0.00742359;0.00734027;0.00742359;0.00734027;0.27691076;37.48194197;0.00738784
26;2020-02-17 07:00:00;0.00737997;0.00733139;0.00735;0.00737991;1.42292469;193.47837486;0.00735443
27;2020-02-17 07:15:00;0.007435;0.00739006;0.00739006;0.007435;0.25470031;34.34776282;0.00741533
28;2020-02-17 07:30:00;0.00742001;0.00737918;0.00741496;0.00738751;3.81122101;515.14924849;0.00739828
29;2020-02-17 07:45:00;0.0073848;0.00730008;0.0073848;0.00730591;1.76664987;241.19003402;0.00732472
30;2020-02-17 08:00:00;0.00732572;0.00723513;0.00730976;0.00726061;1.37323368;188.39485846;0.00728912
31;2020-02-17 08:15:00;0.00730482;0.00725616;0.00725616;0.00730482;0.31142125;42.76161407;0.00728272
32;2020-02-17 08:30:00;0.007355;0.00726995;0.0073058;0.00727967;2.31264974;317.12001255;0.00729266
33;2020-02-17 08:45:00;0.0073415;0.00729175;0.00729175;0.00734;2.19604347;300.17844048;0.00731579
34;2020-02-17 09:00:00;0.00736745;0.00733107;0.007345;0.00736283;1.75056475;237.84987129;0.00735995
35;2020-02-17 09:15:00;0.00737148;0.00728993;0.00736454;0.00728993;0.4684643;64.07575858;0.0073111
36;2020-02-17 09:30:00;0.00730497;0.00726958;0.00728397;0.00727974;0.47174591;64.65735265;0.00729609
37;2020-02-17 09:45:00;0.0073121;0.00725756;0.00728179;0.00727318;1.60301825;219.64732735;0.00729814
38;2020-02-17 10:00:00;0.00727075;0.00718782;0.00727075;0.00721999;1.02544668;142.1318915;0.00721475
39;2020-02-17 10:15:00;0.00722821;0.00715796;0.00720778;0.00722821;6.17027069;859.30524606;0.00718053
40;2020-02-17 10:30:00;0.0072643;0.00718774;0.00721045;0.00718774;2.36308986;327.58296876;0.00721371
41;2020-02-17 10:45:00;0.00722;0.0071828;0.00718774;0.00720987;0.63147316;87.60274224;0.00720837
42;2020-02-17 11:00:00;0.00720588;0.00711718;0.00720588;0.00716998;8.34883189;1168.70580331;0.00714365
43;2020-02-17 11:15:00;0.0072426;0.00712297;0.00716999;0.0072426;3.07326091;428.1207202;0.00717849
44;2020-02-17 11:30:00;0.00727851;0.00720034;0.0072428;0.00721499;2.80776514;388.50759523;0.00722705
45;2020-02-17 11:45:00;0.00737064;0.00722333;0.00722805;0.00733872;10.72657261;1465.8817719;0.00731748
46;2020-02-17 12:00:00;0.00739997;0.00730562;0.00733149;0.00735923;4.02719056;547.51599098;0.00735538
47;2020-02-17 12:15:00;0.00737246;0.00733996;0.00736493;0.00735935;0.73151245;99.51254495;0.00735095
48;2020-02-17 12:30:00;0.00736761;0.0073239;0.00736316;0.0073239;1.7517218;238.17278564;0.00735483
49;2020-02-17 12:45:00;0.00733368;0.00728663;0.00731121;0.00728663;2.08160281;284.78263858;0.00730944
50;2020-02-17 13:00:00;0.00732779;0.00728043;0.00728043;0.00729999;0.34753596;47.50720018;0.00731543
51;2020-02-17 13:15:00;0.00729285;0.0072404;0.00729285;0.00725256;2.70009465;371.92872969;0.0072597
52;2020-02-17 13:30:00;0.00731103;0.00725;0.00725;0.007288;0.49477566;68.09328521;0.00726614
53;2020-02-17 13:45:00;0.0073034;0.00728001;0.00729675;0.00728003;0.35158884;48.20752496;0.00729323
54;2020-02-17 14:00:00;0.00735436;0.00728106;0.00728106;0.00735371;2.0962761;286.35185618;0.00732063
55;2020-02-17 14:15:00;0.00734;0.00731359;0.00731359;0.00732043;1.48897825;203.37333635;0.0073214
56;2020-02-17 14:30:00;0.00738;0.00732498;0.00732498;0.00738;2.51910387;341.68731287;0.00737254
57;2020-02-17 14:45:00;0.00750765;0.00738388;0.00738388;0.00746758;4.29006431;574.96985445;0.00746137
58;2020-02-17 15:00:00;0.00751298;0.00743;0.00747507;0.00744015;0.49809794;66.62429958;0.00747622
59;2020-02-17 15:15:00;0.00746634;0.00740906;0.0074361;0.00742465;0.2920099;39.22578102;0.00744433
60;2020-02-17 15:30:00;0.00747581;0.00741417;0.00741999;0.00746916;1.38945625;186.13105594;0.00746493
61;2020-02-17 15:45:00;0.00757482;0.00746351;0.00746803;0.00753694;3.10937971;413.07147754;0.00752746
62;2020-02-17 16:00:00;0.00756581;0.00745901;0.00753553;0.00749501;1.13483251;151.11816643;0.00750957
63;2020-02-17 16:15:00;0.00754001;0.00748503;0.00751499;0.007525;3.11485498;414.06524671;0.00752261
64;2020-02-17 16:30:00;0.00757481;0.00752492;0.00753503;0.00757481;3.8001722;503.5368145;0.00754696
65;2020-02-17 16:45:00;0.00761;0.00756007;0.00757479;0.00757024;3.79013812;498.90054493;0.00759698
66;2020-02-17 17:00:00;0.0075826;0.00751676;0.00757024;0.00755001;1.69224305;224.20358333;0.00754779
67;2020-02-17 17:15:00;0.00755507;0.00748587;0.00755234;0.00748587;0.52750848;70.10856512;0.00752416
68;2020-02-17 17:30:00;0.0075366;0.00747749;0.00747749;0.00751732;2.35268056;312.48258795;0.00752899
69;2020-02-17 17:45:00;0.00755498;0.00750029;0.00751535;0.00755005;0.22791777;30.28830034;0.00752494
70;2020-02-17 18:00:00;0.00754989;0.0075285;0.00754696;0.00752982;0.93910157;124.53391894;0.00754093
71;2020-02-17 18:15:00;0.00753911;0.00750966;0.00752985;0.00750966;0.58936066;78.42960868;0.00751451
72;2020-02-17 18:30:00;0.00753471;0.00750103;0.00751617;0.00752262;0.31243444;41.58702121;0.00751278
73;2020-02-17 18:45:00;0.0075189;0.00749533;0.0075189;0.00751255;0.00021505;0.02864275;0.00750819
74;2020-02-17 19:00:00;0.00752583;0.00749755;0.00751967;0.00751964;0.45013556;59.92473873;0.00751168
75;2020-02-17 19:15:00;0.0075392;0.00751292;0.00751292;0.007534;0.26463369;35.17861233;0.00752257
76;2020-02-17 19:30:00;0.00753296;0.00751211;0.00752266;0.0075226;0.32798965;43.62991483;0.00751754
77;2020-02-17 19:45:00;0.00752158;0.00748852;0.00751591;0.00749988;0.30573633;40.68697557;0.00751435
78;2020-02-17 20:00:00;0.00754309;0.00749181;0.00749976;0.00753115;0.7500513;99.70286974;0.00752286
79;2020-02-17 20:15:00;0.00753493;0.00750932;0.00753492;0.007514;0.4719056;62.65641847;0.00753164
80;2020-02-17 20:30:00;0.00752077;0.00749301;0.00751202;0.00751768;0.04853764;6.46554464;0.00750712
81;2020-02-17 20:45:00;0.00750892;0.00747748;0.00750868;0.00747748;0.5724208;76.2539609;0.00750676
82;2020-02-17 21:00:00;0.00753468;0.00747908;0.00747908;0.00752997;0.44028275;58.75951699;0.00749296
83;2020-02-17 21:15:00;0.00755669;0.00752977;0.00752999;0.00753105;0.53702421;71.27593084;0.00753443
84;2020-02-17 21:30:00;0.00754027;0.007525;0.00754027;0.00754027;0.62696851;83.17651463;0.0075378
85;2020-02-17 21:45:00;0.00754493;0.00750565;0.00754075;0.00750565;0.17494385;23.24019406;0.00752764
86;2020-02-17 22:00:00;0.00753952;0.00747748;0.00752495;0.00750985;1.70008443;226.57201129;0.0075035
87;2020-02-17 22:15:00;0.00750997;0.00748999;0.00750997;0.00749;0.06971475;9.29092181;0.00750353
88;2020-02-17 22:30:00;0.00750999;0.00748512;0.00748512;0.00749999;0.01625592;2.16825669;0.00749723
89;2020-02-17 22:45:00;0.00749203;0.00743534;0.00748607;0.00746563;3.36282007;450.79483021;0.00745975
90;2020-02-17 23:00:00;0.00754754;0.007475;0.007475;0.00752;0.78864773;104.57857416;0.00754119
91;2020-02-17 23:15:00;0.00758637;0.00752;0.00752218;0.00757145;2.10502237;278.37604189;0.00756179
92;2020-02-17 23:30:00;0.00757902;0.00754382;0.00757256;0.00754652;3.14691216;416.69929629;0.00755199
93;2020-02-17 23:45:00;0.00755962;0.00754657;0.00754657;0.00755497;0.19484743;25.7879231;0.00755576
94;2020-02-18 00:00:00;0.00756351;0.00753499;0.00756351;0.00753499;1.75905809;232.9841228;0.00755012
95;2020-02-18 00:15:00;0.0075346;0.00748498;0.0075346;0.0075187;0.66896812;89.1660821;0.00750249
96;2020-02-18 00:30:00;0.007545;0.00750746;0.0075187;0.007545;0.74992832;99.46279856;0.00753978
97;2020-02-18 00:45:00;0.0075503;0.00752504;0.00752775;0.0075503;0.02305642;3.06388344;0.00752522
98;2020-02-18 01:00:00;0.00760999;0.0075599;0.0075599;0.00760999;0.04806623;6.32680368;0.00759723
99;2020-02-18 01:15:00;0.00763793;0.00760298;0.00760997;0.00762632;2.28113831;299.42526747;0.00761838
100;2020-02-18 01:30:00;0.00765759;0.00761627;0.00761627;0.00763497;0.66264247;86.75399224;0.00763817
101;2020-02-18 01:45:00;0.00763962;0.00759988;0.00763961;0.007605;1.97625728;259.60933316;0.00761242
102;2020-02-18 02:00:00;0.00762;0.00760067;0.00761692;0.0076077;0.38343072;50.34072084;0.00761671
103;2020-02-18 02:15:00;0.0076195;0.00760997;0.0076195;0.00760997;0.02176938;2.86004837;0.00761154
104;2020-02-18 02:30:00;0.00762854;0.00761477;0.00761479;0.00761477;0.46097732;60.43507408;0.00762764
105;2020-02-18 02:45:00;0.00761993;0.00761044;0.00761993;0.00761044;0.46977859;61.69645404;0.00761435
106;2020-02-18 03:00:00;0.00764492;0.00760591;0.00760591;0.00764492;0.66410052;87.18775501;0.0076169
107;2020-02-18 03:15:00;0.00764497;0.00763333;0.00764492;0.00764497;0.00819323;1.07222573;0.00764133
108;2020-02-18 03:30:00;0.00765474;0.00762978;0.00764493;0.00764993;0.00017064;0.02230702;0.00764988
109;2020-02-18 03:45:00;0.00765611;0.00763651;0.00764989;0.00763988;0.42625835;55.74466179;0.00764662
110;2020-02-18 04:00:00;0.00764495;0.00760079;0.00763997;0.00761499;0.00505781;0.66414903;0.00761548
111;2020-02-18 04:15:00;0.00764235;0.0076062;0.0076062;0.0076262;2.92242379;383.16544408;0.00762705
112;2020-02-18 04:30:00;0.00766434;0.00764219;0.00764219;0.00765639;1.62635473;212.38328498;0.00765763
113;2020-02-18 04:45:00;0.00766434;0.0076373;0.0076564;0.00766434;0.02585902;3.37987533;0.00765088
114;2020-02-18 05:00:00;0.00767027;0.00761489;0.00766704;0.00761489;1.76208358;230.29790378;0.00765132
115;2020-02-18 05:15:00;0.00761;0.00759062;0.007604;0.00759499;0.14573991;19.18807013;0.00759534
116;2020-02-18 05:30:00;0.00759062;0.00755499;0.00759062;0.00755754;1.29750491;171.67198962;0.00755804
117;2020-02-18 05:45:00;0.00757722;0.00753526;0.00757462;0.00756992;0.89938866;119.06302237;0.00755388
118;2020-02-18 06:00:00;0.00758968;0.00757052;0.00757508;0.00757496;0.24025324;31.71861272;0.00757451
119;2020-02-18 06:15:00;0.00757983;0.00752459;0.00757983;0.007535;1.43414331;190.19300908;0.00754046
120;2020-02-18 06:30:00;0.00753987;0.0075141;0.00752597;0.0075141;0.55260115;73.45452364;0.00752303
121;2020-02-18 06:45:00;0.00754991;0.00751103;0.00751103;0.00753495;0.42333942;56.19967841;0.00753277
122;2020-02-18 07:00:00;0.00754985;0.00751737;0.00752182;0.00753996;0.32056476;42.51714003;0.00753965
123;2020-02-18 07:15:00;0.00756092;0.00753001;0.00754498;0.007555;0.41694898;55.26909258;0.00754398
124;2020-02-18 07:30:00;0.00756847;0.0075433;0.00754505;0.00755943;1.07063911;141.69212146;0.00755609
125;2020-02-18 07:45:00;0.00757492;0.00755013;0.00755943;0.00756353;0.5096384;67.41020657;0.00756025
126;2020-02-18 08:00:00;0.0075692;0.00754122;0.00756309;0.00755896;0.2848859;37.68240116;0.00756018
127;2020-02-18 08:15:00;0.00755739;0.00752658;0.00755006;0.00753942;0.21848179;28.94342225;0.00754858
128;2020-02-18 08:30:00;0.00756466;0.00752617;0.00753302;0.00755813;0.17787638;23.52551284;0.00756099
129;2020-02-18 08:45:00;0.00756367;0.0075324;0.00755534;0.00753926;0.50191722;66.51377226;0.00754606
130;2020-02-18 09:00:00;0.00753417;0.00747271;0.00753417;0.00749593;1.50743778;201.0544652;0.00749765
131;2020-02-18 09:15:00;0.00749;0.00745871;0.00748416;0.00747056;0.83331242;111.46769115;0.00747582
132;2020-02-18 09:30:00;0.00750347;0.00746026;0.00746402;0.00748048;0.5235386;69.98406028;0.00748082
133;2020-02-18 09:45:00;0.00749738;0.00745486;0.00748047;0.00746689;1.93227789;258.36994993;0.00747872
134;2020-02-18 10:00:00;0.0074747;0.00744202;0.00746537;0.00744758;1.54724399;207.42163635;0.00745941
135;2020-02-18 10:15:00;0.00747495;0.00745078;0.00746999;0.00746023;0.81699862;109.41191793;0.00746718
136;2020-02-18 10:30:00;0.00748;0.00745654;0.0074742;0.00746002;0.077854;10.42287841;0.00746953
137;2020-02-18 10:45:00;0.00749312;0.00746057;0.00746505;0.00749311;1.1222391;150.00498459;0.00748134
138;2020-02-18 11:00:00;0.00750898;0.00749311;0.00749815;0.00750898;0.51448184;68.61573717;0.00749801
139;2020-02-18 11:15:00;0.00750898;0.00748285;0.00749336;0.00750011;0.27734302;36.9910166;0.00749757
140;2020-02-18 11:30:00;0.00750495;0.00745809;0.00749997;0.00747476;0.3161394;42.18028449;0.00749495
141;2020-02-18 11:45:00;0.00750896;0.00747644;0.00748496;0.00749062;0.10375954;13.85057178;0.00749135
142;2020-02-18 12:00:00;0.00749987;0.00746704;0.0074958;0.00746759;0.43318406;57.89123227;0.00748272
143;2020-02-18 12:15:00;0.00747342;0.00744864;0.00746961;0.00745201;0.09406478;12.60375744;0.00746323
144;2020-02-18 12:30:00;0.00747984;0.00745263;0.00745263;0.00746987;0.47692501;63.92377529;0.00746083
145;2020-02-18 12:45:00;0.00748055;0.00744757;0.00746495;0.00745503;1.15686922;155.12866648;0.00745748
146;2020-02-18 13:00:00;0.00746;0.00744109;0.00744754;0.00745392;0.00733405;0.98495912;0.00744605
147;2020-02-18 13:15:00;0.00744505;0.00730546;0.00744505;0.00732676;6.80853259;926.13316165;0.00735156
148;2020-02-18 13:30:00;0.00738178;0.00733085;0.00733085;0.007375;2.80225982;380.32796474;0.007368
149;2020-02-18 13:45:00;0.00744;0.00736;0.00736;0.00738498;3.73171771;503.44741095;0.00741232
150;2020-02-18 14:00:00;0.00741997;0.00739119;0.0074109;0.00739297;0.37647102;50.82098681;0.00740778
151;2020-02-18 14:15:00;0.00739996;0.00735499;0.00739936;0.00736262;3.78974063;513.85633639;0.00737509
152;2020-02-18 14:30:00;0.007405;0.00734972;0.00736499;0.00739523;0.34737463;47.0140113;0.00738874
153;2020-02-18 14:45:00;0.0074411;0.00739372;0.00739372;0.0074411;0.2581473;34.76519549;0.00742545
154;2020-02-18 15:00:00;0.007528;0.00743888;0.00744;0.00748471;1.53438895;204.40806915;0.00750649
155;2020-02-18 15:15:00;0.00754499;0.00748243;0.00748244;0.00750783;1.72143891;229.10923861;0.00751361
156;2020-02-18 15:30:00;0.00752517;0.00749006;0.00751003;0.0075051;1.20956753;161.1689825;0.00750496
157;2020-02-18 15:45:00;0.0075304;0.00750531;0.00750531;0.00752642;1.26451151;168.07664585;0.00752342
158;2020-02-18 16:00:00;0.00757008;0.00749465;0.00751555;0.00755031;4.46789856;591.65904744;0.00755147
159;2020-02-18 16:15:00;0.00755753;0.00753501;0.00755031;0.00755548;3.38656779;448.79585282;0.00754589
160;2020-02-18 16:30:00;0.00765243;0.00754509;0.00754544;0.007645;5.4937614;722.18237759;0.00760716
161;2020-02-18 16:45:00;0.00764;0.00756502;0.00763527;0.00759501;2.05087857;269.79321068;0.00760166
162;2020-02-18 17:00:00;0.00759243;0.00753636;0.00759241;0.00755225;0.52549549;69.55747909;0.00755483
163;2020-02-18 17:15:00;0.00757498;0.00755195;0.00755988;0.00757156;1.14206414;151.03923614;0.00756137
164;2020-02-18 17:30:00;0.00761497;0.00757286;0.00758997;0.00757594;0.65480393;86.13975874;0.00760164
165;2020-02-18 17:45:00;0.00760995;0.00756599;0.007582;0.00756599;0.75207074;99.04581367;0.00759316
166;2020-02-18 18:00:00;0.00756971;0.00754299;0.00756971;0.00755587;0.61143942;80.84004871;0.00756357
167;2020-02-18 18:15:00;0.00757498;0.0075552;0.00756952;0.00757226;1.43635407;189.82542687;0.00756671
168;2020-02-18 18:30:00;0.00758505;0.00756036;0.00758505;0.00756528;0.36583437;48.34777897;0.00756672
169;2020-02-18 18:45:00;0.00759236;0.00756667;0.00756667;0.00758501;6.65594472;877.39070847;0.00758606
170;2020-02-18 19:00:00;0.00767493;0.007585;0.00758513;0.00766059;3.95057566;517.6836678;0.00763125
171;2020-02-18 19:15:00;0.00767267;0.00762706;0.00765498;0.00765648;5.89777867;769.82280637;0.00766121
172;2020-02-18 19:30:00;0.00773291;0.00766001;0.00766001;0.00771499;2.7644123;359.26184622;0.0076947
173;2020-02-18 19:45:00;0.00774568;0.00772049;0.00772289;0.0077294;0.28147165;36.3876938;0.00773535
174;2020-02-18 20:00:00;0.00772011;0.00763932;0.00772011;0.00763932;1.47991811;192.76719388;0.00767723
175;2020-02-18 20:15:00;0.00769195;0.00763771;0.00764734;0.00767005;0.45250736;59.02380987;0.00766652
176;2020-02-18 20:30:00;0.00770274;0.00764001;0.00766201;0.00770002;2.69921684;351.79151205;0.00767277
177;2020-02-18 20:45:00;0.00777076;0.00769649;0.00770501;0.00772;7.72336774;997.06891587;0.00774607
178;2020-02-18 21:00:00;0.0077248;0.00764141;0.0077248;0.00766478;0.22707556;29.51513437;0.00769352
179;2020-02-18 21:15:00;0.0076649;0.00758737;0.00765508;0.00759088;3.09315726;406.10729853;0.0076166
180;2020-02-18 21:30:00;0.00759753;0.00755;0.00759753;0.0075774;2.15803665;284.9814941;0.00757255
181;2020-02-18 21:45:00;0.00761999;0.00756999;0.00756999;0.00761999;0.14751147;19.47992256;0.00757248
182;2020-02-18 22:00:00;0.00761629;0.00757999;0.0076;0.00757999;1.84274402;242.46335711;0.00760009
183;2020-02-18 22:15:00;0.007595;0.00757518;0.00758001;0.00759004;0.26707771;35.22934574;0.00758111
184;2020-02-18 22:30:00;0.00766619;0.00757999;0.00758249;0.00766223;0.11025425;14.43907955;0.00763582
185;2020-02-18 22:45:00;0.00766324;0.00757529;0.00766324;0.00758492;0.51701945;67.99501979;0.00760378
186;2020-02-18 23:00:00;0.00761046;0.00757987;0.00760001;0.00760419;0.38866012;51.08067215;0.00760875
187;2020-02-18 23:15:00;0.00762498;0.00759361;0.00759492;0.00761417;1.32623955;174.18909263;0.00761379
188;2020-02-18 23:30:00;0.00763999;0.00759992;0.00761937;0.00760548;2.63357521;345.26266486;0.00762774
189;2020-02-18 23:45:00;0.00759501;0.00758639;0.00758639;0.00759501;0.13789861;18.16694496;0.00759063
190;2020-02-19 00:00:00;0.0075902;0.00754468;0.0075902;0.00754468;0.45536739;60.16299898;0.00756889
191;2020-02-19 00:15:00;0.00756001;0.0075324;0.00753909;0.00756;6.20527795;822.26027091;0.00754661
192;2020-02-19 00:30:00;0.00756999;0.00753536;0.00756499;0.00754011;0.52403862;69.43813982;0.00754684
193;2020-02-19 00:45:00;0.00753337;0.00750997;0.00753318;0.00753101;2.24980692;299.23857017;0.00751843
194;2020-02-19 01:00:00;0.00755781;0.00752528;0.00752528;0.007555;0.65729883;87.19012912;0.00753868
195;2020-02-19 01:15:00;0.0075879;0.00756;0.00756;0.0075879;2.26028434;298.69523339;0.00756719
196;2020-02-19 01:30:00;0.00759256;0.00758514;0.00759002;0.00759019;0.13323275;17.5518855;0.00759079
197;2020-02-19 01:45:00;0.00759169;0.00756503;0.00759169;0.00756503;0.13580056;17.94393165;0.00756804
198;2020-02-19 02:00:00;0.00760542;0.00756206;0.00756206;0.00760542;1.36337569;179.86467249;0.00758
199;2020-02-19 02:15:00;0.00768115;0.007611;0.007611;0.00766001;2.63636219;344.2962974;0.00765724
200;2020-02-19 02:30:00;0.007675;0.00764465;0.00766002;0.007675;0.388849;50.77785503;0.00765784
201;2020-02-19 02:45:00;0.00765501;0.00762547;0.00765501;0.0076402;0.64014087;83.81309439;0.00763771
202;2020-02-19 03:00:00;0.00765987;0.00764018;0.00765987;0.00765552;0.41610284;54.38519742;0.00765103
203;2020-02-19 03:15:00;0.00764004;0.00761002;0.00764004;0.00763476;0.34944357;45.86067879;0.00761967
204;2020-02-19 03:30:00;0.00767098;0.00765267;0.00766007;0.00766351;0.09389465;12.26049098;0.00765831
205;2020-02-19 03:45:00;0.00766428;0.007635;0.00766035;0.007635;0.09741541;12.75432275;0.00763783
206;2020-02-19 04:00:00;0.00764945;0.00762001;0.00764944;0.00763306;2.42844904;318.24666716;0.00763071
207;2020-02-19 04:15:00;0.00762006;0.00759043;0.00761598;0.00759731;0.43797669;57.57686863;0.00760681
208;2020-02-19 04:30:00;0.00762996;0.00758733;0.00759731;0.00761105;0.29360059;38.52419867;0.00762119
209;2020-02-19 04:45:00;0.0076551;0.00761643;0.00761643;0.0076551;0.19717115;25.76324738;0.00765319
210;2020-02-19 05:00:00;0.00766001;0.00760503;0.00764995;0.00760762;3.11332159;408.3376482;0.00762438
211;2020-02-19 05:15:00;0.007641;0.00760511;0.00761361;0.00762541;0.8047823;105.51635226;0.00762708
212;2020-02-19 05:30:00;0.00765722;0.0076381;0.00764095;0.00765032;0.53230496;69.59771103;0.00764831
213;2020-02-19 05:45:00;0.00765721;0.00763993;0.00765486;0.00763993;0.00479726;0.62688562;0.00765253
214;2020-02-19 06:00:00;0.00767999;0.00762798;0.00764623;0.00762798;2.66522222;347.40869773;0.00767171
215;2020-02-19 06:15:00;0.007645;0.00760042;0.00762001;0.00760095;0.5453772;71.54080142;0.0076233
216;2020-02-19 06:30:00;0.00761553;0.00760065;0.00760545;0.00761553;0.20025876;26.32714337;0.00760655
217;2020-02-19 06:45:00;0.00762975;0.00752496;0.0076129;0.0075461;10.18508563;1346.48357741;0.00756421
218;2020-02-19 07:00:00;0.00758214;0.00755741;0.007565;0.00758214;1.68965324;223.19801127;0.00757019
219;2020-02-19 07:15:00;0.00761;0.00758126;0.00759007;0.00759794;0.615904;81.03781963;0.0076002
220;2020-02-19 07:30:00;0.00759966;0.00758117;0.00758117;0.00759889;0.81208536;106.94031857;0.00759381
221;2020-02-19 07:45:00;0.00761995;0.00759242;0.00759242;0.00760595;0.3443727;45.24072574;0.007612
222;2020-02-19 08:00:00;0.00761468;0.00756084;0.00761468;0.0075977;1.47588778;194.57752709;0.00758508
223;2020-02-19 08:15:00;0.00765413;0.00761;0.0076217;0.00761968;0.95816741;125.73104941;0.00762077
224;2020-02-19 08:30:00;0.00765374;0.00760184;0.00761005;0.0076484;0.668114;87.56689687;0.00762975
225;2020-02-19 08:45:00;0.00764521;0.00762003;0.00764521;0.00764501;0.73673548;96.50192661;0.00763441
226;2020-02-19 09:00:00;0.00765145;0.007625;0.00764503;0.00763873;1.92355871;252.12032833;0.00762952
227;2020-02-19 09:15:00;0.00764181;0.00761968;0.00763507;0.00762072;0.0716825;9.39699179;0.00762823
228;2020-02-19 09:30:00;0.00763404;0.00760327;0.00763024;0.00761444;0.44366956;58.26087107;0.00761522
229;2020-02-19 09:45:00;0.00761999;0.00760574;0.00761071;0.00761863;0.11835473;15.53909811;0.00761657
230;2020-02-19 10:00:00;0.00761863;0.00758279;0.00761863;0.00759;0.42794063;56.3170748;0.00759877
231;2020-02-19 10:15:00;0.0076341;0.00757981;0.00758588;0.00762306;1.50039783;197.4447879;0.00759907
232;2020-02-19 10:30:00;0.00764137;0.0076051;0.00762305;0.0076302;0.44785294;58.73405655;0.00762509
233;2020-02-19 10:45:00;0.00762612;0.00760002;0.00762501;0.00761874;0.4904226;64.48586435;0.00760511
234;2020-02-19 11:00:00;0.007635;0.00760642;0.00763045;0.00760642;0.73637559;96.69330975;0.00761557
235;2020-02-19 11:15:00;0.00761998;0.00760504;0.00761998;0.00761247;2.502e-5;0.00329006;0.00760692
236;2020-02-19 11:30:00;0.00762835;0.00760793;0.0076198;0.00761711;0.0584703;7.67591173;0.00761737
237;2020-02-19 11:45:00;0.00763497;0.00761289;0.00761711;0.00762877;3.47816442;456.29388941;0.00762264
238;2020-02-19 12:00:00;0.00764238;0.00760226;0.00763509;0.00761333;0.16724294;21.96619402;0.00761365
239;2020-02-19 12:15:00;0.00760985;0.00758879;0.00760985;0.00760003;0.54748552;72.08438963;0.00759506
240;2020-02-19 12:30:00;0.00759488;0.0075608;0.00759278;0.00756401;1.07129544;141.21948762;0.00758603
241;2020-02-19 12:45:00;0.0075952;0.007567;0.0075703;0.007576;0.69193711;91.24350326;0.00758341
242;2020-02-19 13:00:00;0.00759744;0.0075574;0.007576;0.00757491;0.50396884;66.58271785;0.00756906
243;2020-02-19 13:15:00;0.007575;0.00755739;0.007575;0.00756959;0.30451543;40.23043405;0.00756928
244;2020-02-19 13:30:00;0.007576;0.007545;0.0075694;0.00756038;0.59909888;79.30753717;0.00755412
245;2020-02-19 13:45:00;0.00757995;0.00754811;0.00756001;0.00754811;0.57904981;76.59508915;0.00755988
